Rank,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2219,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,29,1995,12.9,0,6,2,33.3,0.47,0.16,0,0,13.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2220,Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,20,2004,9.9,3,17,5,29.4,1.72,0.51,0.18,0.6,14.4,0,0,0,3.1,3.1,0.18,-0.1,-0.1
2221,Jason Steele,ENG,GK,Brighton,Premier League,34,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,20,2004,5.3,2,13,5,38.5,2.46,0.95,0.15,0.4,13.1,0,0,0,3.5,3.5,0.27,-1.5,-1.5
2223,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,28,1996,1.5,0,3,0,0,2.06,0,0,0,15.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2224,Jack Stephens,ENG,DF,Southampton,Premier League,31,1994,8.8,0,2,0,0,0.23,0,0,0,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3
2225,Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,22,2002,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,Raheem Sterling,ENG,"FW,MF",Arsenal,Premier League,30,1994,2.4,0,7,0,0,2.9,0,0,0,12.6,1,0,0,0.9,0.9,0.12,-0.9,-0.9
2227,Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17,2007,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,Finley Stevens,WAL,DF,St. Pauli,Bundesliga,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,Ross Stewart,SCO,"FW,MF",Southampton,Premier League,28,1996,1.5,0,2,0,0,1.36,0,0,0,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2230,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,23,2001,18.3,0,8,1,12.5,0.44,0.05,0,0,22.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2231,Kevin Stöger,AUT,"MF,FW",Gladbach,Bundesliga,31,1993,10.1,2,15,3,20,1.48,0.3,0.07,0.33,24.5,4,1,1,2.1,1.4,0.09,-0.1,-0.4
2232,Stoichkov,ESP,"MF,FW",Alavés,La Liga,31,1993,7.8,0,18,3,16.7,2.32,0.39,0,0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1
2233,Petar Stojanović,SVN,MF,Empoli,Serie A,29,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,Jakub Stolarczyk,POL,GK,Leicester City,Premier League,24,2000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,John Stones,ENG,"DF,MF",Manchester City,Premier League,30,1994,4.1,2,2,2,100,0.49,0.49,1,1,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6
2236,Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24,2000,20.4,7,35,23,65.7,1.72,1.13,0.2,0.3,11.8,0,0,0,6.3,6.3,0.18,0.7,0.7
2237,Gabriel Strefezza,BRA,"FW,MF",Como,Serie A,27,1997,17.9,3,41,14,34.1,2.29,0.78,0.07,0.21,20.8,2,0,0,2.8,2.8,0.07,0.2,0.2
2238,Cristhian Stuani,URU,FW,Girona,La Liga,38,1986,4,4,14,7,50,3.47,1.74,0.14,0.29,12.5,0,2,2,4.8,3.3,0.24,-0.8,-1.3
2239,Álex Suárez,ESP,DF,Las Palmas,La Liga,31,1993,16.8,0,1,1,100,0.06,0.06,0,0,9.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2240,Denis Suárez,ESP,MF,Villarreal,La Liga,31,1994,3.7,0,6,2,33.3,1.61,0.54,0,0,14.1,0,0,0,0.7,0.7,0.12,-0.7,-0.7
2241,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,27,1997,12.1,0,3,2,66.7,0.25,0.16,0,0,17.8,1,0,0,0.2,0.2,0.05,-0.2,-0.2
2242,Luka Sučić,CRO,MF,Real Sociedad,La Liga,22,2002,13,1,29,8,27.6,2.23,0.61,0.03,0.13,23.5,0,0,0,1.9,1.9,0.07,-0.9,-0.9
2243,Yukinari Sugawara,JPN,DF,Southampton,Premier League,24,2000,12.8,1,9,2,22.2,0.7,0.16,0.11,0.5,19.6,1,0,0,0.4,0.4,0.04,0.6,0.6
2244,Niklas Süle,GER,DF,Dortmund,Bundesliga,29,1995,5.4,0,5,1,20,0.92,0.18,0,0,12.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5
2245,Ibrahim Sulemana,GHA,MF,Atalanta,Serie A,21,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,22,2002,3.2,0,6,1,16.7,1.89,0.32,0,0,16.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2247,Crysencio Summerville,NED,"FW,MF",West Ham,Premier League,23,2001,8.7,1,14,4,28.6,1.6,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6
2248,Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,22,2002,14.1,0,21,5,23.8,1.49,0.36,0,0,23.3,4,0,0,0.9,0.9,0.05,-0.9,-0.9
2249,Suso,ESP,"FW,MF",Sevilla,La Liga,31,1993,1.6,0,5,1,20,3.17,0.63,0,0,24,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2250,Zion Suzuki,JPN,GK,Parma,Serie A,22,2002,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,26,1999,6.6,2,14,4,28.6,2.13,0.61,0.14,0.5,15.8,0,0,0,2.3,2.3,0.17,-0.3,-0.3
2252,Marin Šverko,CRO,DF,Venezia,Serie A,26,1998,11.6,1,3,1,33.3,0.26,0.09,0.33,1,17.2,0,0,0,0.3,0.3,0.11,0.7,0.7
2253,Mile Svilar,SRB,GK,Roma,Serie A,25,1999,22,0,1,0,0,0.05,0,0,0,10.5,0,0,0,0,0,0.05,0,0
2254,Michael Svoboda,AUT,DF,Venezia,Serie A,26,1998,14.6,1,4,4,100,0.27,0.27,0.25,0.25,12.5,0,0,0,0.2,0.2,0.04,0.8,0.8
2255,Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,21,2004,8.7,2,19,9,47.4,2.19,1.04,0.11,0.22,14.8,0,0,0,3.9,3.9,0.21,-1.9,-1.9
2256,Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,22,2002,7.2,1,5,1,20,0.69,0.14,0.2,1,9,0,0,0,0.4,0.4,0.08,0.6,0.6
2257,Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,31,1994,10.1,1,10,2,20,0.99,0.2,0.1,0.5,13.6,0,0,0,1.7,1.7,0.17,-0.7,-0.7
2258,Mamadou Sylla,SEN,"FW,MF",Valladolid,La Liga,30,1994,9.3,2,13,2,15.4,1.39,0.21,0,0,16.2,0,2,2,3.2,1.6,0.12,-1.2,-1.6
2259,Wojciech Szczęsny,POL,GK,Barcelona,La Liga,34,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,Premier League,29,1995,10.9,4,21,12,57.1,1.93,1.1,0.19,0.33,14,0,0,0,3.4,3.4,0.16,0.6,0.6
2261,Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,24,2000,15.2,3,40,12,30,2.63,0.79,0.08,0.25,17.7,1,0,0,5.4,5.4,0.14,-2.4,-2.4
2262,Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,29,1995,8.7,8,34,17,50,3.92,1.96,0.24,0.47,13,0,0,0,6.5,6.5,0.2,1.5,1.5
2263,Musa Al-Taamari,JOR,"FW,MF",Montpellier,Ligue 1,27,1997,12.4,2,27,11,40.7,2.18,0.89,0.07,0.18,17.7,0,0,0,2.6,2.6,0.09,-0.6,-0.6
2264,Haris Tabakovic,BIH,"FW,MF",Hoffenheim,Bundesliga,30,1994,3.8,1,15,8,53.3,3.97,2.12,0.07,0.13,10.7,0,0,0,2,2,0.14,-1,-1
2265,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,32,1992,10.4,2,16,6,37.5,1.54,0.58,0.13,0.33,13,0,0,0,1.6,1.6,0.1,0.4,0.4
2266,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,28,1996,18,2,13,5,38.5,0.72,0.28,0.15,0.4,13.4,0,0,0,0.7,0.7,0.05,1.3,1.3
2267,Adrien Tameze,CMR,"MF,DF",Torino,Serie A,30,1994,5.5,0,7,3,42.9,1.28,0.55,0,0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2268,Renato Tapia,PER,"MF,DF",Leganés,La Liga,29,1995,12.9,1,5,3,60,0.39,0.23,0.2,0.33,25.4,0,0,0,0.3,0.3,0.07,0.7,0.7
2269,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,25,1999,18.9,0,16,1,6.3,0.84,0.05,0,0,18.7,0,0,0,1,1,0.06,-1,-1
2270,Florian Tardieu,FRA,MF,Saint-Étienne,Ligue 1,32,1992,2.6,0,1,0,0,0.39,0,0,0,22.2,0,0,0,0,0,0.02,0,0
2271,Mehdi Taremi,IRN,FW,Inter,Serie A,32,1992,4.8,1,8,2,25,1.66,0.42,0,0,13.9,0,1,1,2.3,1.5,0.18,-1.3,-1.5
2272,Matt Targett,ENG,DF,Newcastle Utd,Premier League,29,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,22,2002,11,0,5,0,0,0.45,0,0,0,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2274,James Tarkowski,ENG,DF,Everton,Premier League,32,1992,21.9,0,10,3,30,0.46,0.14,0,0,8.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9
2275,César Tárrega,ESP,DF,Valencia,La Liga,22,2002,17.6,2,12,4,33.3,0.68,0.23,0.17,0.5,10.3,0,0,0,1.5,1.5,0.13,0.5,0.5
2276,Nuno Tavares,POR,DF,Lazio,Serie A,25,2000,13.6,0,18,3,16.7,1.32,0.22,0,0,24.9,2,0,0,0.7,0.7,0.04,-0.7,-0.7
2277,Marcus Tavernier,ENG,"FW,MF",Bournemouth,Premier League,25,1999,12.8,1,34,10,29.4,2.66,0.78,0.03,0.1,20.1,3,0,0,4.3,4.3,0.13,-3.3,-3.3
2278,Charlie Taylor,ENG,DF,Southampton,Premier League,31,1993,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,Jack Taylor,IRL,MF,Ipswich Town,Premier League,26,1998,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,23.9,0,0,0,0.5,0.5,0.04,0.5,0.5
2280,Loum Tchaouna,FRA,"FW,MF",Lazio,Serie A,21,2003,4.8,1,18,5,27.8,3.75,1.04,0.06,0.2,17.4,0,0,0,2.2,2.2,0.12,-1.2,-1.2
2281,Jackson Tchatchoua,CMR,"DF,MF",Hellas Verona,Serie A,23,2001,19.2,2,10,2,20,0.52,0.1,0.2,1,17.6,0,0,0,0.8,0.8,0.08,1.2,1.2
2282,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,22,2002,15.6,0,2,1,50,0.13,0.06,0,0,29.8,0,0,0,0,0,0.02,0,0
2283,Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,La Liga,25,2000,15.2,0,11,1,9.1,0.73,0.07,0,0,19,0,0,0,1,1,0.09,-1,-1
2284,Álvaro Tejero,ESP,"MF,DF",Espanyol,La Liga,28,1996,11.8,1,16,4,25,1.35,0.34,0.06,0.25,26.9,6,0,0,0.6,0.6,0.04,0.4,0.4
2285,Martín Tejón,ESP,"MF,DF",Valencia,La Liga,20,2004,0.5,0,1,0,0,1.84,0,0,0,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2286,Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,19,2005,2.8,0,10,3,30,3.52,1.05,0,0,18.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
2287,Nathan Tella,NGA,"MF,FW",Leverkusen,Bundesliga,25,1999,6.8,1,12,5,41.7,1.76,0.74,0.08,0.2,18.1,0,0,0,0.9,0.9,0.08,0.1,0.1
2288,Nahuel Tenaglia,ARG,DF,Alavés,La Liga,28,1996,17.3,1,11,3,27.3,0.63,0.17,0.09,0.33,14,0,0,0,0.6,0.6,0.05,0.4,0.4
2289,Casper Tengstedt,DEN,FW,Hellas Verona,Serie A,24,2000,14.5,6,35,10,28.6,2.41,0.69,0.14,0.5,14.2,0,1,1,5,4.3,0.12,1,0.7
2290,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,32,1992,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,Filippo Terracciano,ITA,"DF,MF",Milan,Serie A,21,2003,5.6,0,3,1,33.3,0.54,0.18,0,0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2292,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,34,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,Ramón Terrats,ESP,"MF,FW",Villarreal,La Liga,24,2000,1.5,0,2,0,0,1.37,0,0,0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2294,Martin Terrier,FRA,"MF,FW",Leverkusen,Bundesliga,27,1997,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,13.6,0,0,0,2.4,2.4,0.15,-0.4,-0.4
2295,Tanner Tessmann,USA,MF,Lyon,Ligue 1,23,2001,3.4,0,2,0,0,0.58,0,0,0,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2296,Kenny Tete,NED,DF,Fulham,Premier League,29,1995,14,0,18,2,11.1,1.28,0.14,0,0,16.4,0,0,0,1,1,0.06,-1,-1
2297,Teddy Teuma,MLT,MF,Reims,Ligue 1,31,1993,6,1,11,2,18.2,1.84,0.34,0,0,24.5,2,1,1,1.4,0.6,0.05,-0.4,-0.6
2298,Jordan Teze,NED,DF,Monaco,Ligue 1,25,1999,4.2,1,4,1,25,0.95,0.24,0.25,1,10.8,0,0,0,1.2,1.2,0.3,-0.2,-0.2
2299,Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,32,1993,15.9,5,33,14,42.4,2.07,0.88,0.15,0.36,18,2,0,2,4.9,3.3,0.1,0.1,1.7
2300,Arthur Theate,BEL,DF,Eint Frankfurt,Bundesliga,24,2000,17.6,0,23,4,17.4,1.31,0.23,0,0,20.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
2301,Norman Theuerkauf,GER,MF,Heidenheim,Bundesliga,38,1987,0.2,0,1,0,0,4.09,0,0,0,9.1,0,0,0,0,0,0.03,0,0
2302,Thiago,BRA,FW,Brentford,Premier League,23,2001,1.5,0,1,0,0,0.68,0,0,0,14.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2303,Malick Thiaw,GER,DF,Milan,Serie A,23,2001,12.7,0,2,0,0,0.16,0,0,0,7.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2304,Denis Thomalla,GER,MF,Heidenheim,Bundesliga,32,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,Luke Thomas,ENG,DF,Leicester City,Premier League,23,2001,2,0,1,0,0,0.5,0,0,0,21.5,0,0,0,0,0,0.02,0,0
2306,Sorba Thomas,WAL,"FW,MF",Nantes,Ligue 1,25,1999,9.3,1,7,1,14.3,0.75,0.11,0.14,1,18.4,0,0,0,1.3,1.3,0.18,-0.3,-0.3
2307,Adrien Thomasson,FRA,MF,Lens,Ligue 1,31,1993,18.1,2,23,5,21.7,1.27,0.28,0.09,0.4,14.5,0,0,0,3.3,3.3,0.15,-1.3,-1.3
2308,Morten Thorsby,NOR,MF,Genoa,Serie A,28,1996,15.4,0,11,3,27.3,0.72,0.2,0,0,12.9,0,0,0,2.2,2.2,0.2,-2.2,-2.2
2309,Khéphren Thuram,FRA,MF,Juventus,Serie A,23,2001,13.8,2,21,4,19,1.53,0.29,0.1,0.5,17.2,0,0,0,2.6,2.6,0.13,-0.6,-0.6
2310,Marcus Thuram,FRA,FW,Inter,Serie A,27,1997,17.6,13,47,25,53.2,2.67,1.42,0.28,0.52,12.8,0,0,0,7.6,7.6,0.16,5.4,5.4
2311,Youri Tielemans,BEL,MF,Aston Villa,Premier League,27,1997,21.7,1,19,4,21.1,0.88,0.18,0.05,0.25,22.1,0,0,1,2.1,1.3,0.07,-1.1,-0.3
2312,Kieran Tierney,SCO,"FW,DF",Arsenal,Premier League,27,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,Phillip Tietz,GER,FW,Augsburg,Bundesliga,27,1997,11.9,5,27,8,29.6,2.26,0.67,0.15,0.5,16.2,1,1,1,3.6,2.8,0.11,1.4,1.2
2314,Jurriën Timber,NED,DF,Arsenal,Premier League,23,2001,18.5,1,11,3,27.3,0.59,0.16,0.09,0.33,16.3,0,0,0,0.7,0.7,0.06,0.3,0.3
2315,Jean-Clair Todibo,FRA,DF,West Ham,Premier League,25,1999,9.6,0,2,0,0,0.21,0,0,0,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2316,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,29,1995,0.5,0,1,0,0,1.91,0,0,0,28.5,0,0,0,0,0,0.02,0,0
2317,Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,20,2004,3.2,0,3,1,33.3,0.94,0.31,0,0,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2318,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,30,1994,13.9,1,29,8,27.6,2.09,0.58,0.03,0.13,16.5,0,0,0,2.5,2.5,0.09,-1.5,-1.5
2319,John Tolkin,USA,DF,Holstein Kiel,Bundesliga,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,Rafael Tolói,ITA,DF,Atalanta,Serie A,34,1990,1.4,0,1,0,0,0.71,0,0,0,27.1,0,0,0,0,0,0.03,0,0
2321,Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,22,2002,13.5,5,26,13,50,1.92,0.96,0.19,0.38,16.6,0,0,0,3.7,3.7,0.14,1.3,1.3
2322,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,26,1998,0.1,0,1,0,0,12.86,0,0,0,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2
2323,Fikayo Tomori,ENG,DF,Milan,Serie A,27,1997,9.2,0,2,0,0,0.22,0,0,0,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2324,Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,24,2000,15.2,1,21,7,33.3,1.38,0.46,0.05,0.14,17.3,2,0,0,3.1,3.1,0.15,-2.1,-2.1
2325,Pablo Torre,ESP,"MF,FW",Barcelona,La Liga,21,2003,2.9,3,4,4,100,1.38,1.38,0.75,0.75,24,1,0,0,0.3,0.3,0.07,2.7,2.7
2326,David Torres,ESP,DF,Valladolid,La Liga,21,2003,10.1,0,2,1,50,0.2,0.1,0,0,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2327,Ferrán Torres,ESP,"FW,MF",Barcelona,La Liga,24,2000,6.9,4,22,11,50,3.21,1.6,0.18,0.36,14.9,0,0,0,3.6,3.6,0.16,0.4,0.4
2328,Pau Torres,ESP,DF,Aston Villa,Premier League,28,1997,17.2,0,8,2,25,0.46,0.12,0,0,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2329,Lucas Torró,ESP,MF,Osasuna,La Liga,30,1994,18.2,3,13,5,38.5,0.71,0.27,0.23,0.6,18.4,0,0,0,1.1,1.1,0.08,1.9,1.9
2330,Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,30,1994,14.8,3,20,2,10,1.35,0.13,0,0,24.1,0,3,3,3.8,1.4,0.07,-0.8,-1.4
2331,Birama Touré,MLI,"MF,DF",Montpellier,Ligue 1,32,1992,3.3,0,3,1,33.3,0.9,0.3,0,0,26.6,0,0,0,0,0,0.01,0,0
2332,Ousmane Toure,FRA,DF,Lille,Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,Souleymane Touré,FRA,DF,Udinese,Serie A,21,2003,8.1,1,4,2,50,0.49,0.25,0.25,0.5,7,0,0,0,0.4,0.4,0.09,0.6,0.6
2334,Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,27,1997,2.8,0,6,4,66.7,2.17,1.45,0,0,19.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2335,Conor Townsend,ENG,"DF,MF",Ipswich Town,Premier League,31,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,Adama Traoré,ESP,"FW,MF",Fulham,Premier League,29,1996,11.6,2,27,9,33.3,2.32,0.77,0.07,0.22,14.3,0,0,0,3.3,3.3,0.12,-1.3,-1.3
2337,Hamari Traoré,MLI,DF,Real Sociedad,La Liga,33,1992,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,Omar Traoré,GER,"DF,FW",Heidenheim,Bundesliga,26,1998,15.2,0,2,1,50,0.13,0.07,0,0,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2339,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,34,1990,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,Mark Travers,IRL,GK,Bournemouth,Premier League,25,1999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,36,1988,2.7,0,2,0,0,0.74,0,0,0,16.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3
2342,Philipp Treu,GER,"MF,DF",St. Pauli,Bundesliga,24,2000,17.5,0,10,1,10,0.57,0.06,0,0,15.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2343,Ryan Trevitt,ENG,MF,Brentford,Premier League,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,Christopher Trimmel,AUT,"DF,MF",Union Berlin,Bundesliga,37,1987,10.9,0,7,2,28.6,0.64,0.18,0,0,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2345,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,34,1990,5.7,0,1,0,0,0.18,0,0,0,17,0,0,0,0,0,0.03,0,0
2346,Leandro Trossard,BEL,FW,Arsenal,Premier League,30,1994,15.2,4,36,11,30.6,2.37,0.72,0.11,0.36,16.7,0,0,0,3.7,3.7,0.1,0.3,0.3
2347,Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,23,2001,15.6,1,15,6,40,0.96,0.39,0.07,0.17,21,0,0,0,1.5,1.4,0.09,-0.5,-0.4
2348,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,28,1996,3.8,0,2,1,50,0.52,0.26,0,0,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2349,Viktor Tsyhankov,UKR,"FW,MF",Girona,La Liga,27,1997,6.6,1,9,3,33.3,1.36,0.45,0.11,0.33,20.7,1,0,0,0.9,0.9,0.1,0.1,0.1
2350,Axel Tuanzebe,COD,DF,Ipswich Town,Premier League,27,1997,9.9,0,3,0,0,0.3,0,0,0,11.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2351,Stefano Turati,ITA,GK,Monza,Serie A,23,2001,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,23,2002,6.7,0,5,1,20,0.74,0.15,0,0,19.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
2353,Tuta,BRA,"DF,MF",Eint Frankfurt,Bundesliga,25,1999,13.2,1,7,3,42.9,0.53,0.23,0.14,0.33,15.8,0,0,0,0.4,0.4,0.06,0.6,0.6
2354,Chrisantus Uche,NGA,"FW,MF",Getafe,La Liga,21,2003,17.5,2,38,10,26.3,2.17,0.57,0.05,0.2,17.8,0,0,0,3,3,0.08,-1,-1
2355,Destiny Udogie,ITA,DF,Tottenham,Premier League,22,2002,15.9,0,5,1,20,0.31,0.06,0,0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2356,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,Premier League,23,2001,11,0,5,0,0,0.45,0,0,0,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2357,Lesley Ugochukwu,FRA,MF,Southampton,Premier League,20,2004,7.4,0,4,0,0,0.54,0,0,0,21.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2358,Lukas Ullrich,GER,DF,Gladbach,Bundesliga,20,2004,9.1,0,6,1,16.7,0.66,0.11,0,0,14,0,0,0,0.6,0.6,0.1,-0.6,-0.6
2359,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,36,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,Enes Ünal,TUR,"FW,MF",Bournemouth,Premier League,27,1997,3.8,2,20,7,35,5.22,1.83,0.1,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7
2361,Deniz Undav,GER,"FW,MF",Stuttgart,Bundesliga,28,1996,9.5,7,44,21,47.7,4.61,2.2,0.16,0.33,14,0,0,0,8,8,0.19,-1,-1
2362,Naci Ünüvar,NED,"MF,DF",Espanyol,La Liga,21,2003,0.3,0,1,0,0,2.9,0,0,0,14.2,0,0,0,0,0,0.05,0,0
2363,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,26,1998,15.5,2,10,4,40,0.64,0.26,0.2,0.5,9.5,0,0,0,1.1,1.1,0.11,0.9,0.9
2364,Kacper Urbanski,POL,MF,Bologna,Serie A,20,2004,2.7,1,4,1,25,1.46,0.36,0.25,1,15.7,0,0,0,0.3,0.3,0.08,0.7,0.7
2365,Kacper Urbanski,POL,MF,Monza,Serie A,20,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,Can Uzun,TUR,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,3.5,2,9,4,44.4,2.55,1.13,0.22,0.5,13.5,0,0,0,1.4,1.4,0.15,0.6,0.6
2367,Josha Vagnoman,GER,"DF,MF",Stuttgart,Bundesliga,24,2000,16.1,1,12,4,33.3,0.74,0.25,0.08,0.25,16.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2368,Lautaro Valenti,ARG,DF,Parma,Serie A,26,1999,6.4,1,6,2,33.3,0.94,0.31,0.17,0.5,23.9,0,0,0,0.2,0.2,0.04,0.8,0.8
2369,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,30,1994,14.9,0,3,1,33.3,0.2,0.07,0,0,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
2370,Germán Valera,ESP,MF,Valencia,La Liga,22,2002,1.6,0,3,2,66.7,1.82,1.22,0,0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2371,Emanuele Valeri,ITA,DF,Parma,Serie A,26,1998,17.5,2,15,4,26.7,0.86,0.23,0.07,0.25,26.6,1,1,1,1.2,0.4,0.03,0.8,0.6
